f_APID,APID,RAJ2000_1,DEJ2000_1,Rap,Reff,fcl_g,PCID,AltID,mcor,f275w_ul,f275w_vega,f275w_err,f336w_ul,f336w_vega,f336w_err,f475w_ul,f475w_vega,f475w_err,f814w_ul,f814w_vega,f814w_err,f110w_ul,f110w_vega,f110w_err,f160w_ul,f160w_vega,f160w_err,Cl,Mcat,Simbad,recno,RA_UVIT (deg),RA_std (deg),DEC_UVIT (deg),DEC_std (deg),F148W_AB,F148W_err,F172M_AB,F172M_err,N219M_AB,N219M_err,N279N_AB,N279N_err,F169M_AB,F169M_err,Separation_1,Region
,391,11.01924889,41.325495,1.6,0.4,0.95,0,,0,,19.8,0.1,,19.57,0.08,,19.74,0.09,,19.69,0.07,>,18.62,0.1503876,>,17.56,0.15390909,,0,Simbad,290,11.01914551,9.41E-05,41.32533031,1.05E-04,21.9302594,0.130947821,21.9402485,0.202381747,21.27022701,0.138667638,20.84004308,0.217558396,,,0.655442222,7
,2033,11.01998,41.642105,1.52,0.49,0.74,1272,KHM31-193,-0.04,,19.97,0.02,,19.7,0.02,,19.67,0.01,,18.99,0.12,,18.35,0.14,,17.77,0.19,,0,Simbad,1352,11.0199513,7.89E-05,41.64215222,5.61E-05,22.19257906,0.057061595,22.34927929,0.193521275,21.34437353,0.146713175,21.46075665,0.176102291,,,0.186717646,2
,187,11.02033389,41.65155306,2.68,0.81,0.96,1278,B111D-D065,-0.02,,18.41,0.05,,18.21,0.05,,18.34,0.04,,17.87,0.17,,17.41,0.28,>,16.74,0.15390909,,2,Simbad,143,11.02035855,1.48E-04,41.65154388,7.89E-05,21.70166353,0.047711278,21.00314188,0.108626354,20.95666649,0.12382653,20.29480462,0.103896513,,,0.074103783,2
,4025,11.02109,41.46593,1.63,0.6,0.56,0,,-0.07,,19.13,0.04,,19.32,0.05,,20.11,0.07,,19.63,0.32,>,18.21,0.1503876,,17.94,0.19,,0,Simbad,2410,11.02094736,7.21E-05,41.46595312,3.44E-05,20.84371545,0.036610167,21.03948539,0.110251266,20.98471096,0.125341621,20.45897554,0.111836384,,,0.393702333,2
,1995,11.02351194,41.64975194,1.54,0.57,0.78,1282,KHM31-195,-0.07,,18.2,0.07,,18.41,0.07,,19.51,0.07,>,19.6,0.13882075,>,18.74,0.1503876,>,17.78,0.15390909,,0,Simbad,1327,11.02347188,5.46E-05,41.64974192,2.39E-05,19.92275207,0.029927705,20.31450471,0.083020994,19.49957499,0.068379196,19.2019196,0.064312922,,,0.113658721,2
,1118,11.02516806,41.649825,1.3,0.21,0.87,1281,KHM31-196,0,,18.47,0.05,,18.67,0.04,,19.6,0.01,>,19.36,0.13882075,>,19.23,0.1503876,>,19.28,0.15390909,,0,Simbad,764,11.02508325,6.38E-05,41.64980611,4.24E-05,20.08718567,0.030823818,20.43352409,0.086801112,20.10258172,0.0864607,19.61114371,0.076757217,,,0.23803918,2
,3166,11.02517389,41.24723,1.5,0.42,0.63,0,,-0.01,,19.16,0.03,,19.27,0.04,,20.11,0.05,,18.9,0.04,,18.21,0.19,,17.49,0.26,,0,Simbad,1984,11.0251295,3.38E-05,41.24714247,1.53E-05,21.10441421,0.095162249,20.94190974,0.131990759,21.29753577,0.140258418,21.24200079,0.26056281,,,0.337240978,7
,122,11.02544694,41.21956306,1.34,0.28,0.98,0,,0,,18.33,0.01,,18.44,0.01,,19.46,0.02,,18.86,0.02,,18.57,0.12,,18.05,0.14,,0,Simbad,91,11.02540355,5.68E-05,41.21956208,3.03E-05,20.37110923,0.074628201,19.85013658,0.086740474,19.99158457,0.084699304,19.38273568,0.115889445,,,0.1175541,7
,1360,11.02555,41.65090611,1.5,0.35,0.85,1280,,0,,18.94,0.14,,19.09,0.12,,19.84,0.12,,18.43,0.09,,17.96,0.28,,17.22,0.35,,0,Simbad,918,11.025474,6.90E-05,41.65076546,7.48E-05,20.47079846,0.033380683,21.02218674,0.109474071,20.36770281,0.096397827,20.73041339,0.126389424,,,0.546044188,2
,4399,11.02787694,41.27898194,0.99,0.33,0.52,0,,-0.04,,20.54,0.06,,20.62,0.04,,21.39,0.12,>,20.28,0.13882075,>,18.72,0.1503876,>,17.78,0.15390909,,0,Simbad,2544,11.02781415,8.72E-05,41.27893262,1.09E-04,22.60301388,0.173739345,22.06398311,0.213737083,22.09472605,0.197572377,21.54231035,0.298440629,,,0.245752179,7
E,2143,11.02864,41.67438611,1.99,0.67,0.62,1205,B240D-D066,-0.04,,16.28,0.01,,16.67,0.01,,18.13,0.01,,18.41,0.14,,18.89,0.35,,18.9,0.21,,2,Simbad,1412,11.02848619,6.33E-05,41.67438607,4.82E-05,18.06363116,0.024956256,18.53577691,0.049277029,17.74622212,0.040688371,17.74487154,0.036102541,,,0.4135987,2
,1652,11.02907111,41.33810306,1.25,0.15,0.76,0,,0,,18.21,0.01,,18.35,0.01,,19.47,0.03,,19.77,0.26,>,18.9,0.1503876,>,18.63,0.15390909,,0,Simbad,1106,11.0289823,1.65E-04,41.3380562,6.98E-05,20.44170435,0.07623736,20.09675872,0.094762878,22.45448658,0.231644376,19.54506644,0.123951161,,,0.293385802,7
,3277,11.02922306,41.65508194,2.31,0.94,0.64,1289,,-0.1,,19.05,0.2,,19.2,0.24,,19.64,0.13,,18.49,0.14,,17.87,0.23,,17.1,0.24,,0,Simbad,2041,11.02915863,9.60E-05,41.65494506,8.23E-05,20.92383768,0.03741464,21.15431416,0.115587959,20.47858441,0.100966946,20.15288681,0.097512871,,,0.522347653,2
,1355,11.03071694,41.23842694,1.77,0.59,0.85,0,,-0.04,,19.47,0.05,,19.54,0.08,,20.24,0.11,>,19.28,0.13882075,>,17.94,0.1503876,>,16.97,0.15390909,,0,Simbad,915,11.03070717,1.56E-04,41.23840127,4.47E-05,21.75157503,0.121828071,21.14813045,0.143827046,21.52036407,0.154084281,22.39509887,0.440043866,,,0.096157303,7
,4890,11.03146,41.65991389,1.09,0.25,0.45,1218,,0,,19.89,0.05,,20.06,0.02,,20.92,0.05,>,21.19,0.13882075,>,19.63,0.1503876,>,18.62,0.15390909,,0,Simbad,2665,11.03135513,6.59E-05,41.65981807,6.15E-05,21.82820166,0.04988172,21.748294,0.148679072,22.20614354,0.215654898,21.17199505,0.154402522,,,0.445594544,2
,1002,11.03673,41.67259306,1.39,0.33,0.88,1203,,0,,18.86,0.01,,18.96,0.02,,19.83,0.05,,19.89,0.07,>,19.13,0.1503876,>,17.93,0.15390909,,0,Simbad,688,11.03671112,1.16E-04,41.67248207,6.61E-05,20.67042599,0.035008539,21.11826875,0.113879027,20.30595472,0.093962067,20.25354834,0.101996268,,,0.402765871,2
,4767,11.03790111,41.53466,1.4,0.28,0.49,0,,0,,17.69,0.02,,18.03,0.03,,19.44,0.05,,18.97,0.2,>,17.94,0.1503876,,17.35,0.12,,0,Simbad,2639,11.03778366,3.82E-05,41.53463304,3.21E-06,18.93786853,0.026403373,19.19861874,0.057741725,19.05959257,0.058477256,19.00295482,0.059110258,,,0.331043132,2
E,4307,11.03957306,41.56637306,1.52,0.28,0.52,0,SK158B,0,,17.73,0.01,,17.97,0.02,,19.18,0.01,,18.81,0.15,,18.16,0.09,,17.43,0.12,Cl,1,Simbad,2516,11.03954677,3.59E-05,41.56633405,3.52E-05,19.91356369,0.029880795,20.0648502,0.07585689,19.44914716,0.067116424,19.14099305,0.062664826,,,0.157262274,2
,2004,11.04151611,41.33190694,1.79,0.71,0.64,0,,-0.09,,17.07,0.01,,17.4,0.01,,18.84,0.03,,18.91,0.21,>,18.18,0.1503876,>,17.12,0.15390909,,0,Simbad,1332,11.04136696,1.27E-04,41.33183167,4.76E-05,19.10617994,0.055523565,18.69713225,0.061550081,20.46789931,0.100640891,18.71766424,0.089099548,,,0.485793444,7
,1386,11.04354389,41.25271111,1.54,0.36,0.65,0,,0,,18.92,0.06,,19.21,0.08,,20.26,0.08,>,19.71,0.13882075,>,18.36,0.1503876,>,17.26,0.15390909,,0,Simbad,936,11.04340113,2.48E-05,41.25275108,2.80E-05,20.51063217,0.077877441,20.26432143,0.10087533,19.95202857,0.083558484,19.93042868,0.145932464,,,0.41229784,7
E,1412,11.04514306,41.53426306,2.73,0.81,0.84,0,SK160B,-0.02,,15.44,0.01,,15.66,0.01,,17.1,0.01,,17.11,0.09,,17.01,0.17,>,16.21,0.15390909,Cl,1,Simbad,954,11.04517011,5.72E-05,41.53425477,1.18E-05,17.73390036,0.024638992,17.99646881,0.044796462,17.33970179,0.037700635,17.14419012,0.029623551,,,0.078779011,2
,1442,11.0455,41.41310306,1.63,0.63,0.82,0,,-0.08,,19.7,0.02,,19.67,0.03,,20.14,0.03,,18.58,0.13,,17.42,0.04,,16.52,0.02,,0,Simbad,979,11.04542437,8.33E-05,41.41306125,4.16E-05,21.80191162,0.049417842,21.97653214,0.164197181,21.31584709,0.144879493,21.12684536,0.151265861,,,0.25366605,2
,412,11.04637194,41.61643,2.29,0.72,0.94,1238,,-0.03,,19.52,0.05,,19.36,0.02,,19.56,0.01,,18.89,0.2,>,18.47,0.1503876,>,17.58,0.15390909,,0,Simbad,304,11.04642908,2.17E-04,41.61637799,1.14E-04,21.98548176,0.052804556,22.67019544,0.22330441,21.76607865,0.176949539,20.60835078,0.119614795,,,0.24230371,2
,2324,11.04728194,41.57261806,1.4,0.27,0.75,0,,0,,18.64,0.02,,18.67,0.02,,19.63,0.02,,19.28,0.18,>,18.33,0.1503876,>,17.26,0.15390909,,0,Simbad,1502,11.04723868,5.01E-05,41.57263086,3.98E-05,21.16647633,0.040118388,21.35193419,0.125530736,20.98514313,0.125365131,19.86142008,0.08567945,,,0.125300748,2
,834,11.04877389,41.39835806,1.67,0.4,0.9,0,M019,0,,19.78,0.05,,19.14,0.01,,18.97,0.02,,17.56,0.1,,16.68,0.21,,15.94,0.27,Cl,2,Simbad,589,11.04875743,7.92E-05,41.39832344,4.53E-05,22.67814683,0.069100985,22.16897157,0.178680962,22.07819621,0.203562638,21.1018696,0.149558908,,,0.132306611,2
,5277,11.052545,41.56079694,1.52,0.43,0.44,0,,-0.01,,19.18,0.02,,19.46,0.02,,20.7,0.1,>,20.52,0.13882075,>,19.28,0.1503876,>,17.78,0.15390909,,0,Simbad,2703,11.05242715,3.61E-05,41.56073528,5.37E-05,20.63322121,0.03468816,21.28322026,0.121960917,20.26641315,0.092441895,20.24910373,0.101793759,,,0.387387377,2
,1263,11.05809889,41.37192306,1.63,0.3,0.86,0,M020,0,,17.5,0.01,,17.7,0.01,,18.77,0.01,,18.55,0.08,,17.89,0.22,,17.28,0.25,,2,Simbad,855,11.05802465,7.64E-05,41.37182763,4.36E-05,19.39542184,0.027705247,19.71004561,0.067282599,19.22541591,0.061922656,18.85622661,0.055591627,,,0.397789893,2
,881,11.059675,41.32206889,3.8,0.69,0.9,0,B218-G272,0,,16.9,0.02,,15.89,0.01,,15.37,0.01,,13.74,0.01,,13.05,0.01,,12.31,0.01,,2,Simbad,615,11.05962593,1.02E-04,41.32201756,2.22E-05,20.00767977,0.067389929,20.01926385,0.092121432,19.44962599,0.071173245,18.71804077,0.089112195,,,0.227471161,7
,1790,11.06098389,41.29458611,1.35,0.54,0.8,0,,-0.09,,18.36,0.02,,18.65,0.03,,20.09,0.08,>,20.18,0.13882075,>,19.04,0.1503876,>,18.55,0.15390909,,0,Simbad,1194,11.06080019,8.17E-05,41.29454732,1.14E-05,19.77650184,0.063604411,19.85952149,0.087025735,19.69635319,0.076789263,19.71918572,0.133363187,,,0.516122199,7
,3075,11.06835611,41.31569389,1.25,0.28,0.66,0,,0,,19.59,0.04,,19.54,0.12,,20.29,0.1,,19.33,0.17,>,18.46,0.1503876,>,17.27,0.15390909,,0,Simbad,1934,11.06827539,4.87E-05,41.31564666,5.70E-05,21.88434383,0.128523451,21.69654959,0.181902365,21.39173699,0.145916241,20.52621005,0.189240225,,,0.27667953,7
,4105,11.0717,41.31039111,1.35,0.36,0.55,0,,-0.01,,19.97,0.04,,20.03,0.05,,20.78,0.07,>,20.11,0.13882075,>,18.77,0.1503876,>,17.95,0.15390909,,0,Simbad,2436,11.07157818,1.02E-04,41.31036353,1.09E-05,21.9748364,0.133356788,21.47793221,0.165483342,22.8530397,0.276867375,20.71959054,0.206186161,,,0.344043931,7
,2893,11.07254111,41.36212,1.33,0.38,0.64,0,,-0.02,,19.18,0.07,,19.4,0.07,,20.62,0.16,>,19.19,0.13882075,>,18.07,0.1503876,>,17.02,0.15390909,,0,Simbad,1842,11.07241194,1.50E-04,41.36203923,3.12E-05,20.61027214,0.080373166,20.57573323,0.113813391,22.14087177,0.201621243,21.14341851,0.249249061,,,0.454275569,7
,447,11.07606194,41.33496194,1.8,0.45,0.94,0,,0,,17.65,0.01,,17.64,0.01,,18.32,0.01,,16.9,0.02,,15.96,0.02,,15.15,0.05,,0,Simbad,332,11.07597954,9.39E-05,41.33493288,2.17E-05,19.70349887,0.062527017,19.47863611,0.076611863,19.84218066,0.080524676,19.06442107,0.101900364,,,0.246099218,7
,2655,11.08086611,41.57963611,2.3,0.75,0.71,582,,-0.04,,17.39,0.03,,17.35,0.01,,18.23,0.03,,17.96,0.14,>,17.9,0.1503876,>,16.78,0.15390909,,0,Simbad,1707,11.08084383,4.21E-05,41.5796557,3.24E-05,20.26485016,0.031921404,19.91437965,0.07200342,19.7676785,0.075707904,19.04103345,0.060066512,,,0.09258047,2
,433,11.08421389,41.39348611,1.32,0.29,0.94,0,,0,,19.21,0.03,,19.26,0.03,,20.19,0.06,,20.18,0.34,>,18.87,0.1503876,>,17.97,0.15390909,,0,Simbad,320,11.08414911,9.43E-05,41.39342077,2.67E-05,21.05297589,0.038801878,21.50403164,0.133881725,20.62407968,0.107360704,20.77147102,0.128756822,,,0.293159011,2
,1088,11.08553611,41.58400694,1.38,0.36,0.88,576,,-0.01,,18.92,0.04,,18.92,0.02,,19.69,0.02,,19.23,0.14,>,19.08,0.1503876,>,18.12,0.15390909,,0,Simbad,743,11.08542259,2.07E-05,41.5840372,3.27E-05,21.06275161,0.038911609,21.69630766,0.14537936,20.65625262,0.108838165,20.44091157,0.110932307,,,0.324513241,2
,1218,11.08925611,41.55870611,1.54,0.52,0.86,0,,-0.04,,20.35,0.05,,20.27,0.04,,20.83,0.1,>,19.48,0.13882075,>,18.11,0.1503876,>,17.17,0.15390909,,0,Simbad,829,11.08922402,1.00E-04,41.55869635,7.37E-05,22.35911491,0.060848192,22.25288587,0.185428452,22.39705817,0.235103635,21.50624108,0.17979406,,,0.093316483,2
,2871,11.10237389,41.39087306,1.15,0.15,0.65,0,,0,,18.49,0.01,,18.73,0.01,,19.83,0.02,>,20.07,0.13882075,>,18.56,0.1503876,>,17.47,0.15390909,,0,Simbad,1831,11.1023076,6.89E-05,41.39084156,3.73E-05,20.19838299,0.031494183,20.67483648,0.095253923,20.30271753,0.093836462,19.94861134,0.089048424,,,0.211914665,2
,403,11.10466194,41.34710806,2.65,0.81,0.71,0,SK166B-hodge10_45,-0.02,,15.26,0.09,,15.28,0.1,,16.33,0.09,,15.77,0.11,,15.56,0.15,,15.52,0.25,,1,Simbad,297,11.10459133,8.31E-05,41.34703599,1.49E-05,17.51490357,0.047074781,16.85027791,0.046630306,17.32526382,0.047634311,16.76472236,0.05016249,,,0.322056697,7
,2979,11.10551,41.40342389,1.63,0.22,0.67,0,,0,,20.2,0.08,,19.73,0.04,,19.67,0.02,,18.85,0.21,>,18.18,0.1503876,>,17.23,0.15390909,,0,Simbad,1881,11.10558076,2.59E-04,41.40336156,6.06E-05,22.87946172,0.075053732,22.67473833,0.223759407,22.70006712,0.269769587,21.73971742,0.20002244,,,0.294710002,2
E,2798A,11.108265,41.39102111,1.96,0.37,0.64,0,,0,,16.54,0.01,,16.99,0.01,,18.56,0.04,,18.7,0.17,>,18.88,0.1503876,>,17.81,0.15390909,,0,Simbad,1780,11.10817289,1.03E-04,41.39098347,2.16E-05,17.88778294,0.024775627,18.43143452,0.048265603,17.98717962,0.04291718,18.19303711,0.042608722,,,0.283273979,2
E,2798B,11.108265,41.39102111,1.96,0.37,0.64,0,,0,,16.54,0.01,,16.99,0.01,,18.56,0.04,,18.7,0.17,>,18.88,0.1503876,>,17.81,0.15390909,,0,Simbad,1780,11.10820768,1.19E-04,41.39097406,6.35E-05,18.08646134,0.048952865,17.89010887,0.052468636,19.387788,0.06989504,17.93928083,0.067922379,,,0.229468557,7
,208,11.110475,41.64929889,1.98,0.76,0.94,441,B115D-M33,-0.08,,20.04,0.11,,19.34,0.04,,19.13,0.03,,18.2,0.14,,17.69,0.25,,17.11,0.36,,2,Simbad,161,11.1103947,9.11E-05,41.64926035,1.20E-04,22.63022898,0.067772319,21.98721407,0.164966396,22.38439738,0.233759308,21.52808945,0.181595339,,,0.256731692,2
,5274,11.11121194,41.37812111,1.45,0.32,0.44,0,,0,,20.08,0.11,,19.65,0.03,,20.06,0.02,,19.23,0.14,,18.78,0.27,,17.91,0.31,,0,Simbad,2702,11.11121858,1.17E-04,41.37797653,7.90E-05,22.41817629,0.062273821,22.81008046,0.237772524,21.7783118,0.177920374,20.69857693,0.124584857,,,0.520800711,2
,48,11.11268194,41.57693389,2.46,0.69,0.99,550,B223-G278,-0.01,,18.22,0.04,,18.01,0.02,,18.06,0.02,,17.42,0.09,,17.04,0.23,,16.5,0.29,,2,Simbad,36,11.11260665,6.68E-05,41.57698122,1.44E-05,20.70673679,0.035329039,20.71642119,0.096823541,20.00370095,0.083087661,19.7240333,0.080648811,,,0.264835688,2
,127,11.11804389,41.33007306,2.12,0.63,0.98,0,,-0.02,,19.86,0.2,,19.53,0.13,,19.37,0.04,,18.49,0.23,,17.97,0.36,>,17.11,0.15390909,,0,Simbad,96,11.11794242,8.50E-05,41.33000624,3.90E-05,22.8542118,0.193736827,22.3832117,0.246330305,22.35400579,0.221530827,21.03403396,0.23729565,,,0.364815684,7
,36,11.11899306,41.49615194,1.64,0.53,0.99,0,KHM31-515,-0.04,,20.17,0.07,,20.02,0.05,,20.12,0.03,>,20.53,0.13882075,>,19.77,0.1503876,>,19.01,0.15390909,,0,Simbad,31,11.11889773,1.04E-04,41.49612301,6.21E-05,22.58903366,0.066656068,21.99183403,0.165300316,21.7256418,0.173780187,21.71745884,0.197998028,,,0.277345756,2
,1969,11.12314111,41.35992806,3.99,0.62,0.78,0,B225-G280,0,,16.87,0.01,,15.5,0.01,,14.75,0.01,,13.02,0.01,,12.24,0.01,,11.46,0.01,,2,Simbad,1312,11.12315024,7.52E-05,41.35987295,2.63E-05,20.0234413,0.067669876,20.02611397,0.092350356,19.74105803,0.077900075,18.71372499,0.088967391,,,0.19990175,7
,450A,11.12384194,41.37349194,1.58,0.31,0.94,0,,0,,17.3,0.02,,17.31,0.02,,18.46,0.04,,18.05,0.06,,17.98,0.15,,17.67,0.27,,0,Simbad,335,11.12379604,8.56E-05,41.37338586,5.73E-05,19.24332188,0.027217712,19.61635487,0.065302553,19.47980231,0.067879877,18.57207283,0.049478899,,,0.401530949,2
,450B,11.12384194,41.37349194,1.58,0.31,0.94,0,,0,,17.3,0.02,,17.31,0.02,,18.46,0.04,,18.05,0.06,,17.98,0.15,,17.67,0.27,,0,Simbad,335,11.12380874,1.02E-04,41.37340611,2.07E-05,19.42791517,0.0589205,19.03056881,0.06706832,21.17532678,0.133306941,18.73871982,0.089810762,,,0.3217525,7
,2771,11.12455694,41.657595,1.8,0.74,0.63,446,,-0.1,,19.89,0.22,>,20.45,0.038844764,,20.4,0.12,,18.43,0.16,,17.33,0.16,,16.4,0.17,,0,Simbad,1768,11.12436135,1.29E-04,41.65766476,2.78E-05,21.60409047,0.046141984,22.20957549,0.181912015,21.42656465,0.152138884,21.18897374,0.155599268,,,0.582962435,2
,992,11.127865,41.39990111,1.61,0.16,0.89,0,,0,,19.2,0.07,,19.17,0.02,,19.41,0.04,,19.36,0.25,>,18.46,0.1503876,>,17.17,0.15390909,,0,Simbad,681,11.12774171,1.52E-04,41.3998868,8.23E-05,21.31066203,0.041930246,21.68184224,0.144476041,20.84571501,0.118031792,20.38574685,0.108218616,,,0.336901484,2
,1381,11.13000806,41.47712806,1.37,0.23,0.83,0,,0,,20.37,0.04,,20.18,0.05,,20.35,0.1,,20.14,0.34,>,19.57,0.1503876,>,19.17,0.15390909,,0,Simbad,932,11.1298901,7.39E-05,41.47716493,7.34E-05,22.63270133,0.067840072,22.43836577,0.201338954,22.0625459,0.202132851,21.70787601,0.197132891,,,0.344722467,2
,271,11.13055694,41.50134111,2.08,0.6,0.95,0,M039,-0.02,,20.17,0.14,,19.44,0.02,,19.24,0.03,,18.63,0.22,>,17.61,0.1503876,>,16.79,0.15390909,,2,Simbad,210,11.13042147,9.68E-05,41.50131657,8.13E-05,22.90658679,0.075903431,22.79579796,0.236251131,21.89908274,0.187812679,21.0863354,0.148507225,,,0.375803454,2
E,2102,11.13184611,41.60339194,2.18,0.18,0.77,477,,0,,16.16,0.01,,16,0.01,,16.99,0.01,,16.55,0.05,,16.33,0.06,,16.17,0.13,,0,Simbad,1388,11.13187478,6.52E-05,41.60341387,2.01E-05,19.05111968,0.026681723,19.08309834,0.055982125,18.97852826,0.056909804,17.79493696,0.036751695,,,0.110381358,2
,2922,11.136535,41.42227889,2,0.78,0.62,0,,-0.08,,17.6,0.04,,17.87,0.06,,19.22,0.09,>,18.57,0.13882075,>,17.94,0.1503876,>,17.77,0.15390909,,0,Simbad,1857,11.13651387,7.02E-05,41.42229034,1.42E-05,19.12016152,0.026864633,19.50709813,0.063131347,19.16082832,0.060541478,19.34954971,0.068517943,,,0.070378053,2
,2047,11.14191111,41.41975,1.54,0.17,0.61,0,,0,,16.2,0.03,,16.55,0.02,,18.04,0.04,,18.23,0.13,,18.24,0.28,,17.68,0.29,,0,Simbad,1360,11.14182098,7.87E-05,41.41970638,1.81E-05,17.90166263,0.024788889,18.26139574,0.046773796,17.70483612,0.040342241,17.6615794,0.035062628,,,0.289588938,2
E,2425,11.14576111,41.45964389,2.29,0.74,0.73,0,,-0.03,,17.59,0.02,,17.87,0.02,,19.39,0.06,,19.08,0.28,>,17.77,0.1503876,>,16.76,0.15390909,,0,Simbad,1566,11.14567262,7.04E-05,41.45965311,2.76E-05,19.29432055,0.027374576,19.55500773,0.064065593,19.5263666,0.069064479,19.09133403,0.06135786,,,0.241048303,2
,2008,11.15019611,41.48247611,1.42,0.23,0.78,0,KHM31-520,0,,18.63,0.01,,18.89,0.01,,19.94,0.05,>,20.18,0.13882075,>,19.86,0.1503876,>,18.66,0.15390909,,0,Simbad,1335,11.15011018,7.99E-05,41.48246073,3.96E-05,20.42277544,0.03302131,20.58296424,0.091906437,20.23586554,0.091288273,20.15640532,0.097665997,,,0.238279558,2
,3085,11.15324694,41.41286806,1.51,0.34,0.66,0,,0,,17.76,0.03,,17.97,0.03,,19.3,0.04,,18.5,0.11,,16.65,0.04,,15.19,0.03,,0,Simbad,1941,11.15328483,8.68E-05,41.41282674,1.74E-05,19.57783036,0.028373491,20.09940678,0.076789655,19.39901812,0.065895562,19.17539452,0.063589292,,,0.180508037,2
,1594,11.15522806,41.45228611,1.33,0.3,0.82,0,,0,,20.4,0.11,,20.22,0.04,,20.37,0.02,,19.77,0.16,,19.14,0.29,,18.04,0.16,,0,Simbad,1071,11.15521612,1.28E-04,41.45233068,3.60E-05,22.59716489,0.066874513,21.80737639,0.152532372,22.82050206,0.284967986,21.49532405,0.178900841,,,0.163635221,2
,1996,11.15955111,41.49643889,2.27,0.37,0.77,0,,0,,16.93,0.02,,17.23,0.02,,18.55,0.06,,18.48,0.24,,17.7,0.01,>,16.82,0.15390909,,0,Simbad,1328,11.15946878,7.48E-05,41.49637912,2.41E-05,18.67641534,0.025852962,18.76495067,0.051780859,18.61782552,0.050786121,18.50176381,0.048099259,,,0.309144222,2
,3047,11.15992611,41.50072389,1.49,0.46,0.67,0,,-0.03,,17.28,0.01,,17.28,0.01,,18.47,0.01,,18.21,0.04,>,18.6,0.1503876,>,17.75,0.15390909,,0,Simbad,1922,11.15984162,8.24E-05,41.50075271,4.24E-05,19.25628978,0.027256988,19.52552549,0.063487432,19.67601703,0.073082006,18.58833291,0.04980518,,,0.250333082,2
,294,11.16557694,41.40789389,2.31,0.93,0.95,0,B118D,-0.1,,18.96,0.04,,18.68,0.02,,18.92,0.03,,17.75,0.1,,16.91,0.14,,16.15,0.17,,2,Simbad,226,11.16543611,1.65E-04,41.4078397,5.82E-05,21.62857907,0.046527548,22.30151435,0.189464518,21.95361405,0.192467719,21.54934397,0.183365296,,,0.42737335,2
,483,11.16764889,41.25017806,3.69,0.68,0.91,0,B232-G286,0,,17.26,0.01,,16.46,0.01,,16.18,0.01,,14.67,0.01,,14.15,0.01,,13.53,0.02,,2,Simbad,358,11.16760182,3.73E-05,41.25010262,4.99E-05,21.26013545,0.100751332,20.24942338,0.100308917,19.61220048,0.074777782,19.08643236,0.102795111,,,0.299968067,7
E,2990,11.17163389,41.45077889,1.81,0.65,0.67,0,,-0.06,,18.28,0.02,,18.37,0.03,,19.45,0.09,,18.75,0.17,>,18.12,0.1503876,>,17.1,0.15390909,,0,Simbad,1888,11.17153767,8.65E-05,41.45081069,2.20E-05,20.03808195,0.030544701,20.93316596,0.105581912,20.35892819,0.096047039,20.19873751,0.099528495,,,0.283753454,2
,757,11.175425,41.73181889,2.88,0.7,0.91,0,B233-G287,0,,17.8,0.01,,16.8,0.01,,16.39,0.01,,14.83,0.01,,14.25,0.01,,13.55,0.01,,2,Simbad,536,11.17546592,3.04E-05,41.73178039,4.11E-05,21.23264726,0.040929987,21.94468024,0.161926956,20.54163662,0.103680853,19.22329329,0.064902956,,,0.176907211,2
E,2321,11.17916806,41.43872611,2.66,0.93,0.74,0,hodge10_69,-0.05,,15.66,0.09,,15.91,0.08,,17.23,0.05,,17.25,0.1,>,17.34,0.1503876,>,16.47,0.15390909,,0,Simbad,1501,11.17913558,1.08E-04,41.43878396,6.51E-05,18.01409357,0.024902515,18.30957908,0.047177704,17.92166753,0.042273663,17.52998684,0.033517822,,,0.225948825,2
,3547,11.18072306,41.65857694,1.25,0.28,0.61,0,,0,,20.31,0.05,,20.27,0.02,,20.78,0.06,,19.53,0.28,>,18.47,0.1503876,>,17.52,0.15390909,,0,Simbad,2184,11.18061891,9.31E-05,41.65852894,6.98E-05,22.41474655,0.062189811,22.22964271,0.183532236,21.68787854,0.170874777,21.12515677,0.151149827,,,0.32912178,2
E,1825,11.18132,41.44374889,2.63,0.66,0.8,0,,0,,16.03,0.11,,16.18,0.06,,17.43,0.04,,16.21,0.04,,14.93,0.03,,14.09,0.04,,0,Simbad,1218,11.18127945,7.33E-05,41.44384049,4.05E-05,18.3232493,0.025279299,18.6465831,0.050437211,18.09652419,0.044057755,17.577323,0.034060009,,,0.347431113,2
E,1230,11.197085,41.47331194,2.11,0.56,0.86,0,KHM31-537,-0.01,,17.34,0.02,,17.46,0.04,,18.6,0.05,,18.46,0.2,>,17.96,0.1503876,>,17.42,0.15390909,,0,Simbad,837,11.19689683,8.85E-05,41.47320161,2.53E-05,19.45492769,0.027912736,19.68267235,0.066692512,19.38134531,0.065473198,18.71905628,0.052529966,,,0.64451574,2
,1997,11.19734611,41.431515,1.95,0.73,0.78,0,SK180B,-0.07,,18.84,0.02,,18.7,0.01,,19.62,0.04,,18.74,0.16,>,18.05,0.1503876,>,17.15,0.15390909,Cl,1,Simbad,1329,11.19736771,6.27E-05,41.43154105,4.04E-05,20.78176388,0.036016369,21.02287636,0.109504924,21.62981039,0.166507592,20.46085622,0.111930953,,,0.110424297,2
