f275w_ul,f275w_vega,f275w_err_orig,f275w_err,,f336w_ul,f336w_vega,f336w_err_orig,f336w_err,,f475w_ul,f475w_vega,f475w_err_orig,f475w_err,,f814w_ul,f814w_vega,f814w_err_orig,f814w_err,,f110w_ul,f110w_vega,f110w_err_orig,f110w_err,,f160w_ul,f160w_vega,f160w_err_orig,f160w_err,,F148W_ul,F148W_AB,F148W_err,,F172M_ul,F172M_AB,F172M_err,,N219M_ul,N219M_AB,N219M_err,,N279N_ul,N279N_AB,N279N_err,,F169M_ul,F169M_AB,F169M_err_orig,F169M_err
 ,16.5,0.02,0.02,, ,16.9,0.06,0.06,, ,18.43,0.09,0.09,, ,18.44,0.21,0.21,,>,18.28,,0.01,,>,17.2,,0.01,,,18.78535094,0.026067691,,,18.97385555,0.054436937,,,18.29340024,0.046335132,,,,,,,,,0.01
 ,18.36,0.04,0.04,, ,18.25,0.03,0.03,, ,19.21,0.03,0.03,, ,18.64,0.18,0.18,,>,17.98,,0.01,,>,17.04,,0.01,,,20.40319848,0.032878226,,,20.91421324,0.104776065,,,21.57323687,0.162367237,,,,,,,,,0.01
 ,19.25,0.14,0.14,, ,19.39,0.15,0.15,, ,19.96,0.13,0.13,, ,18.91,0.36,0.36,, ,17.75,0.35,0.35,, ,16.81,0.34,0.34,,,21.26768185,0.04137328,,,21.79511328,0.151723425,,,22.00768131,0.197202906,,,,,,,,,0.01
 ,18.51,0.01,0.01,, ,18.7,0.01,0.01,, ,19.83,0.04,0.04,,>,20.41,,0.01,,>,18.12,,0.01,,>,16.99,,0.01,,,20.20336178,0.031525481,,,20.30022338,0.082583771,,,20.13881155,0.087740407,,,,,,,,,0.01
 ,18.51,0.01,0.01,, ,18.7,0.01,0.01,, ,19.83,0.04,0.04,,>,20.41,,0.01,,>,18.12,,0.01,,>,16.99,,0.01,,,20.55484938,0.075280556,,,20.18706321,0.067106291,,,20.2972374,0.093511549,,,,,,,19.135057,0.055120112,0.055120112
 ,17.61,0.01,0.01,, ,16.8,0.01,0.01,, ,16.4,0.01,0.01,, ,14.85,0.01,0.01,, ,14.31,0.03,0.03,, ,13.66,0.04,0.04,,,20.33610522,0.074351494,,,20.32538948,0.070630231,,,20.32530937,0.094572143,,,,,,,19.46645937,0.062264801,0.062264801
 ,17.98,0.04,0.04,, ,17.95,0.04,0.04,, ,18.89,0.03,0.03,, ,17.31,0.05,0.05,, ,16.2,0.03,0.03,, ,15.33,0.05,0.05,,,20.38432454,0.068268622,,,20.08943672,0.087879374,,,19.59859554,0.091744444,,,,,,,,,0.01
 ,18.86,0.06,0.06,, ,19.01,0.06,0.06,, ,20.22,0.13,0.13,,>,20.01,,0.01,,>,20.29,,0.01,,>,19.32,,0.01,,,21.10171568,0.078524053,,,20.66762971,0.080574111,,,22.50887862,0.243975881,,,,,,,19.64257918,0.066621304,0.066621304
 ,18.86,0.06,0.06,, ,19.01,0.06,0.06,, ,20.22,0.13,0.13,,>,20.01,,0.01,,>,20.29,,0.01,,>,19.32,,0.01,,,20.94143418,0.08981198,,,20.45813453,0.108673805,,,21.23685297,0.136753035,,,,,,,,,0.01
 ,17.65,0.01,0.01,, ,17.86,0.01,0.01,, ,19.17,0.02,0.02,, ,19.19,0.17,0.17,,>,18.73,,0.01,,>,17.73,,0.01,,,19.62185831,0.072304332,,,19.26979283,0.049656389,,,19.68752288,0.073972543,,,,,,,18.45968739,0.044158735,0.044158735
 ,17.65,0.01,0.01,, ,17.86,0.01,0.01,, ,19.17,0.02,0.02,, ,19.19,0.17,0.17,,>,18.73,,0.01,,>,17.73,,0.01,,,19.56359305,0.060608587,,,19.29544345,0.072386117,,,21.7718001,0.171632134,,,,,,,,,0.01
 ,17.91,0.03,0.03,, ,18.19,0.01,0.01,, ,19.38,0.05,0.05,, ,19.13,0.2,0.2,, ,18.5,0.28,0.28,, ,17.77,0.33,0.33,,,19.60047154,0.02846333,,,19.96274003,0.073205724,,,19.41763066,0.0663449,,,,,,,,,0.01
 ,17.39,0.03,0.03,, ,17.35,0.01,0.01,, ,18.23,0.03,0.03,, ,17.96,0.14,0.14,,>,17.9,,0.01,,>,16.78,,0.01,,,20.26485016,0.031921404,,,19.91437965,0.07200342,,,19.7676785,0.075707904,,,,,,,,,0.01
 ,17.66,0.02,0.02,, ,17.78,0.03,0.03,, ,19,0.04,0.04,, ,18.96,0.18,0.18,,>,18.26,,0.01,,>,17.71,,0.01,,,19.89226816,0.072932535,,,19.3228997,0.050425108,,,19.76638041,0.076152124,,,,,,,18.91589803,0.051075926,0.051075926
 ,19.73,0.03,0.03,, ,19.76,0.02,0.02,, ,20.45,0.03,0.03,,>,20.85,,0.01,,>,19.04,,0.01,,>,18.13,,0.01,,,22.20122009,0.091520659,,,21.50063054,0.113615614,,,21.72276341,0.171575505,,,,,,,20.60654522,0.098995938,0.098995938
 ,19.73,0.03,0.03,, ,19.76,0.02,0.02,, ,20.45,0.03,0.03,,>,20.85,,0.01,,>,19.04,,0.01,,>,18.13,,0.01,,,21.55166201,0.112583254,,,22.06477646,0.213812085,,,21.48836384,0.152003136,,,,,,,,,0.01
 ,19.96,0.05,0.05,, ,19.81,0.04,0.04,, ,20.23,0.07,0.07,,>,19.32,,0.01,,>,18.42,,0.01,,>,17.56,,0.01,,,21.81242774,0.049602568,,,21.9226785,0.160379115,,,21.87575059,0.185857268,,,,,,,,,0.01
 ,17.48,0.01,0.01,, ,17.71,0.02,0.02,, ,19,0.04,0.04,, ,18.64,0.12,0.12,,>,18.29,,0.01,,>,17.33,,0.01,,,19.2921397,0.027367735,,,19.20413622,0.057829123,,,19.17123907,0.060760671,,,,,,,,,0.01
 ,19.89,0.22,0.22,,>,20.45,,0.01,, ,20.4,0.12,0.12,, ,18.43,0.16,0.16,, ,17.33,0.16,0.16,, ,16.4,0.17,0.17,,,21.60409047,0.046141984,,,22.20957549,0.181912015,,,21.42656465,0.152138884,,,,,,,,,0.01
 ,16.54,0.01,0.01,, ,16.99,0.01,0.01,, ,18.56,0.04,0.04,, ,18.7,0.17,0.17,,>,18.88,,0.01,,>,17.81,,0.01,,,17.88778294,0.024775627,,,18.43143452,0.048265603,,,17.98717962,0.04291718,,,,,,,,,0.01
 ,16.54,0.01,0.01,, ,16.99,0.01,0.01,, ,18.56,0.04,0.04,, ,18.7,0.17,0.17,,>,18.88,,0.01,,>,17.81,,0.01,,,18.08646134,0.048952865,,,17.89010887,0.052468636,,,19.387788,0.06989504,,,,,,,,,0.01
 ,18.3,0.02,0.02,, ,18.61,0.03,0.03,, ,19.98,0.09,0.09,,>,19.76,,0.01,, ,18.13,0.2,0.2,, ,17.25,0.22,0.22,,,20.39643427,0.032829242,,,20.88799767,0.103674354,,,20.29914228,0.09369798,,,,,,,,,0.01
 ,19.83,0.01,0.01,, ,19.52,0.03,0.03,, ,19.52,0.03,0.03,, ,18.77,0.15,0.15,, ,18.34,0.25,0.25,, ,18.03,0.26,0.26,,,22.35612446,0.060777187,,,22.73851475,0.230251217,,,21.92752774,0.19022592,,,,,,,,,0.01
 ,20.33,0.18,0.18,, ,20.46,0.03,0.03,, ,20.67,0.06,0.06,, ,19.75,0.25,0.25,,>,18.71,,0.01,,>,17.7,,0.01,,,22.48338046,0.063900152,,,22.97134047,0.255679556,,,22.15014814,0.210273203,,,,,,,,,0.01
 ,19.79,0.01,0.01,, ,19.67,0.02,0.02,, ,19.99,0.02,0.02,, ,18.67,0.12,0.12,, ,18.01,0.26,0.26,, ,17.13,0.21,0.21,,,21.99211723,0.088136415,,,21.45190833,0.11127849,,,21.27354927,0.140875926,,,,,,,20.92090862,0.113401853,0.113401853
 ,18.49,0.01,0.01,, ,18.73,0.01,0.01,, ,19.83,0.02,0.02,,>,20.07,,0.01,,>,18.56,,0.01,,>,17.47,,0.01,,,20.19838299,0.031494183,,,20.67483648,0.095253923,,,20.30271753,0.093836462,,,,,,,,,0.01
 ,19.18,0.07,0.07,, ,19.4,0.07,0.07,, ,20.62,0.16,0.16,,>,19.19,,0.01,,>,18.07,,0.01,,>,17.02,,0.01,,,20.61027214,0.080373166,,,20.57573323,0.113813391,,,22.14087177,0.201621243,,,,,,,,,0.01
 ,17.6,0.04,0.04,, ,17.87,0.06,0.06,, ,19.22,0.09,0.09,,>,18.57,,0.01,,>,17.94,,0.01,,>,17.77,,0.01,,,19.12016152,0.026864633,,,19.50709813,0.063131347,,,19.16082832,0.060541478,,,,,,,,,0.01
 ,18.74,0.01,0.01,, ,19.01,0.01,0.01,, ,19.84,0.07,0.07,, ,18.6,0.14,0.14,, ,18.02,0.12,0.12,, ,17.3,0.17,0.17,,,20.67424224,0.035041858,,,21.1955621,0.117582253,,,20.48041777,0.101044655,,,,,,,,,0.01
 ,20.02,0.04,0.04,, ,19.92,0.02,0.02,, ,20.75,0.02,0.02,,>,20.56,,0.01,,>,19.57,,0.01,,>,18.65,,0.01,,,22.23767429,0.142840271,,,21.73705173,0.173916463,,,21.51043077,0.204309745,,,,,,,,,0.01
 ,20.2,0.08,0.08,, ,19.73,0.04,0.04,, ,19.67,0.02,0.02,, ,18.85,0.21,0.21,,>,18.18,,0.01,,>,17.23,,0.01,,,22.87946172,0.075053732,,,22.67473833,0.223759407,,,22.70006712,0.269769587,,,,,,,,,0.01
 ,18.28,0.02,0.02,, ,18.37,0.03,0.03,, ,19.45,0.09,0.09,, ,18.75,0.17,0.17,,>,18.12,,0.01,,>,17.1,,0.01,,,20.03808195,0.030544701,,,20.93316596,0.105581912,,,20.35892819,0.096047039,,,,,,,,,0.01
 ,19.23,0.03,0.03,, ,19.48,0.04,0.04,, ,20.72,0.13,0.13,,>,20.02,,0.01,,>,18.76,,0.01,,>,17.82,,0.01,,,20.92915701,0.077335434,,,20.72248907,0.082343169,,,21.74229118,0.173066264,,,,,,,19.71546752,0.068547605,0.068547605
 ,19.23,0.03,0.03,, ,19.48,0.04,0.04,, ,20.72,0.13,0.13,,>,20.02,,0.01,,>,18.76,,0.01,,>,17.82,,0.01,,,21.01884471,0.092291709,,,21.77842387,0.188515359,,,20.36293819,0.096757102,,,,,,,,,0.01
 ,17.01,0.01,0.01,, ,17.27,0.01,0.01,, ,18.7,0.01,0.01,, ,18.53,0.1,0.1,, ,17.55,0.16,0.16,, ,16.72,0.17,0.17,,,18.92472045,0.02637272,,,19.18401312,0.05751187,,,18.8861882,0.055213258,,,,,,,,,0.01
 ,17.28,0.01,0.01,, ,17.28,0.01,0.01,, ,18.47,0.01,0.01,, ,18.21,0.04,0.04,,>,18.6,,0.01,,>,17.75,,0.01,,,19.25628978,0.027256988,,,19.52552549,0.063487432,,,19.67601703,0.073082006,,,,,,,,,0.01
 ,19.75,0.03,0.03,, ,19.77,0.06,0.06,, ,20.3,0.06,0.06,, ,19.6,0.26,0.26,,>,19.5,,0.01,,>,18.86,,0.01,,,21.62858381,0.046527624,,,21.58640425,0.138674388,,,21.52636377,0.159020319,,,,,,,,,0.01
 ,19.25,0.02,0.02,, ,19.39,0.04,0.04,, ,20.62,0.22,0.22,,>,19.84,,0.01,,>,17.33,,0.01,,>,16.42,,0.01,,,20.89214329,0.037091397,,,21.29747325,0.122691311,,,20.91870274,0.121808296,,,,,,,,,0.01
 ,19.59,0.04,0.04,, ,19.54,0.12,0.12,, ,20.29,0.1,0.1,, ,19.33,0.17,0.17,,>,18.46,,0.01,,>,17.27,,0.01,,,21.88434383,0.128523451,,,21.69654959,0.181902365,,,21.39173699,0.145916241,,,,,,,,,0.01
 ,17.76,0.03,0.03,, ,17.97,0.03,0.03,, ,19.3,0.04,0.04,, ,18.5,0.11,0.11,, ,16.65,0.04,0.04,, ,15.19,0.03,0.03,,,19.57783036,0.028373491,,,20.09940678,0.076789655,,,19.39901812,0.065895562,,,,,,,,,0.01
 ,17.78,0.02,0.02,, ,18,0.02,0.02,, ,19.41,0.03,0.03,,>,19.12,,0.01,,>,17.94,,0.01,,>,17.01,,0.01,,,19.52973786,0.072122628,,,19.19028562,0.048552932,,,19.45949939,0.068184674,,,,,,,18.43772137,0.043871749,0.043871749
 ,15.5,0.01,0.01,, ,15.85,0.01,0.01,, ,17.26,0.04,0.04,, ,17.19,0.16,0.16,,>,16.59,,0.01,,>,15.65,,0.01,,,18.02029268,0.070562788,,,17.62358883,0.03560857,,,17.71968243,0.04286649,,,,,,,16.91776661,0.031518975,0.031518975
 ,19.16,0.03,0.03,, ,19.27,0.04,0.04,, ,20.11,0.05,0.05,, ,18.9,0.04,0.04,, ,18.21,0.19,0.19,, ,17.49,0.26,0.26,,,21.10441421,0.095162249,,,20.94190974,0.131990759,,,21.29753577,0.140258418,,,,,,,,,0.01
 ,18.71,0.02,0.02,, ,18.87,0.01,0.01,, ,20.09,0.06,0.06,,>,19.5,,0.01,,>,18.67,,0.01,,>,17.82,,0.01,,,20.38183075,0.032724277,,,21.1131496,0.113638853,,,20.9864707,0.125437382,,,,,,,,,0.01
 ,20.97,0.09,0.09,, ,20.95,0.07,0.07,, ,21.49,0.07,0.07,,>,20.06,,0.01,,>,19.34,,0.01,,>,18.41,,0.01,,,22.78242943,0.072108155,,,22.94691008,0.252878592,,,22.70769749,0.270707405,,,,,,,,,0.01
 ,19.05,0.2,0.2,, ,19.2,0.24,0.24,, ,19.64,0.13,0.13,, ,18.49,0.14,0.14,, ,17.87,0.23,0.23,, ,17.1,0.24,0.24,,,20.92383768,0.03741464,,,21.15431416,0.115587959,,,20.47858441,0.100966946,,,,,,,,,0.01
 ,19.5,0.02,0.02,, ,19.63,0.12,0.12,, ,20.49,0.05,0.05,,>,19.78,,0.01,,>,18.47,,0.01,,>,17.63,,0.01,,,21.68688461,0.047467867,,,22.2169886,0.182508733,,,22.85976224,0.290109593,,,,,,,,,0.01
 ,19.09,0.09,0.09,, ,19.24,0.04,0.04,, ,20.31,0.06,0.06,,>,19.71,,0.01,,>,18.35,,0.01,,>,17.41,,0.01,,,20.75502468,0.035767474,,,20.93397213,0.105616365,,,20.54873565,0.103991804,,,,,,,,,0.01
 ,19.58,0.01,0.01,, ,19.75,0.04,0.04,, ,20.53,0.07,0.07,,>,19.79,,0.01,,>,18.69,,0.01,, ,17.75,0.35,0.35,,,21.7801275,0.085207187,,,21.0559777,0.09425254,,,21.83067168,0.179989847,,,,,,,20.48794633,0.094113423,0.094113423
 ,17.87,0.01,0.01,, ,18.07,0.01,0.01,, ,19.38,0.11,0.11,, ,19.71,0.32,0.32,,>,18.76,,0.01,,>,17.72,,0.01,,,20.23622791,0.073982471,,,19.73060644,0.057246681,,,21.69405216,0.169408803,,,,,,,18.93607952,0.051427381,0.051427381
 ,17.87,0.01,0.01,, ,18.07,0.01,0.01,, ,19.38,0.11,0.11,, ,19.71,0.32,0.32,,>,18.76,,0.01,,>,17.72,,0.01,,,20.05395354,0.068220119,,,19.91961962,0.088889053,,,19.62470862,0.075070304,,,,,,,,,0.01
 ,19.73,0.01,0.01,, ,19.47,0.03,0.03,, ,20.44,0.08,0.08,,>,19.33,,0.01,,>,18.7,,0.01,,>,18.64,,0.01,,,21.97266109,0.127429128,,,21.80052439,0.178840078,,,21.11441362,0.171590003,,,,,,,,,0.01
 ,19.11,0.01,0.01,, ,19.21,0.01,0.01,, ,20.36,0.03,0.03,, ,20.16,0.33,0.33,,>,18.85,,0.01,,>,17.82,,0.01,,,20.60315359,0.034435061,,,20.86473336,0.102709129,,,20.73080002,0.112353415,,,,,,,,,0.01
 ,18.78,0.03,0.03,, ,18.71,0.03,0.03,, ,19.12,0.01,0.01,, ,18.8,0.1,0.1,, ,18.78,0.33,0.33,,>,17.22,,0.01,,,20.87036946,0.03687315,,,21.24034412,0.119795018,,,20.522258,0.102837625,,,,,,,,,0.01
 ,18.45,0.01,0.01,, ,18.53,0.01,0.01,, ,19.74,0.04,0.04,, ,19.27,0.05,0.05,,>,18.32,,0.01,,>,17.46,,0.01,,,20.46262774,0.074867369,,,20.2118382,0.067717831,,,20.67150977,0.108991169,,,,,,,19.43746337,0.061586399,0.061586399
 ,19.56,0.05,0.05,, ,19.72,0.07,0.07,, ,20.4,0.09,0.09,, ,19.26,0.08,0.08,,>,18.38,,0.01,, ,17.5,0.37,0.37,,,21.46634828,0.044073308,,,22.34223086,0.192916806,,,21.14715759,0.134535889,,,,,,,,,0.01
>,19.16,,0.01,,>,18.96,,0.01,,>,19.74,,0.01,,>,18.85,,0.01,,>,18.41,,0.01,,>,18.04,,0.01,,,20.53099073,0.033848337,,,20.72286804,0.097069975,,,21.21191054,0.138407234,,,,,,,,,0.01
 ,20.12,0.04,0.04,, ,20.11,0.01,0.01,, ,20.69,0.06,0.06,,>,20.15,,0.01,,>,19.27,,0.01,,>,19.28,,0.01,,,22.11415432,0.090047647,,,21.7061497,0.124114913,,,21.89034248,0.184832064,,,,,,,21.69606474,0.159821602,0.159821602
 ,19.89,0.16,0.16,, ,19.71,0.04,0.04,, ,20.63,0.08,0.08,,>,19.66,,0.01,,>,18.6,,0.01,,>,17.58,,0.01,,,21.26580268,0.041349261,,,22.0108863,0.166685271,,,21.24819862,0.140630237,,,,,,,,,0.01
 ,20.31,0.05,0.05,, ,20.27,0.02,0.02,, ,20.78,0.06,0.06,, ,19.53,0.28,0.28,,>,18.47,,0.01,,>,17.52,,0.01,,,22.41474655,0.062189811,,,22.22964271,0.183532236,,,21.68787854,0.170874777,,,,,,,,,0.01
 ,17.94,0.02,0.02,, ,18.04,0.01,0.01,, ,19.13,0.02,0.02,, ,18.97,0.13,0.13,,>,18.46,,0.01,,>,17.22,,0.01,,,19.85471924,0.072836028,,,19.91578402,0.060938319,,,19.66540859,0.073378224,,,,,,,18.76890462,0.048637621,0.048637621
 ,18.18,0.03,0.03,, ,18.41,0.01,0.01,, ,19.6,0.06,0.06,,>,19.27,,0.01,,>,17.81,,0.01,,>,16.79,,0.01,,,19.91583619,0.029892367,,,20.17579104,0.078917225,,,19.70381051,0.073864637,,,,,,,,,0.01
 ,17.14,0.01,0.01,, ,15.88,0.01,0.01,, ,15.16,0.01,0.01,, ,13.41,0.01,0.01,, ,12.71,0.02,0.02,, ,11.98,0.02,0.02,,,21.3240505,0.080327631,,,21.01232158,0.092574964,,,20.22440657,0.090831114,,,,,,,20.16122833,0.082064566,0.082064566
 ,18.7,0.08,0.08,, ,18.85,0.31,0.31,, ,19.87,0.17,0.17,,>,18.61,,0.01,, ,16.91,0.13,0.13,, ,15.63,0.07,0.07,,,21.39212136,0.099992014,,,20.6964706,0.111629676,,,20.45674563,0.129412365,,,,,,,,,0.01
 ,19.55,0.28,0.28,, ,19.54,0.21,0.21,, ,19.63,0.18,0.18,, ,18.2,0.11,0.11,, ,17.53,0.2,0.2,, ,16.88,0.27,0.27,,,21.62113816,0.046409813,,,21.65427082,0.142771941,,,21.30370179,0.144106385,,,,,,,,,0.01
 ,19.55,0.28,0.28,, ,19.54,0.21,0.21,, ,19.63,0.18,0.18,, ,18.2,0.11,0.11,, ,17.53,0.2,0.2,, ,16.88,0.27,0.27,,,21.83465908,0.085916029,,,21.99408285,0.140712173,,,21.63693676,0.16518613,,,,,,,20.59093318,0.098336746,0.098336746
 ,20.05,0.02,0.02,, ,19.94,0.03,0.03,, ,20.43,0.08,0.08,,>,19.03,,0.01,,>,17.81,,0.01,,>,16.93,,0.01,,,22.82264131,0.105151855,,,22.01831757,0.142217522,,,22.72784196,0.269393064,,,,,,,21.54443672,0.149343209,0.149343209
 ,18.74,0.01,0.01,, ,18.97,0.03,0.03,, ,20.28,0.08,0.08,, ,20.19,0.36,0.36,,>,19.19,,0.01,,>,18.27,,0.01,,,20.6305214,0.080898929,,,20.37936026,0.105406065,,,22.03877381,0.192782335,,,,,,,,,0.01
 ,17.3,0.06,0.06,, ,17.65,0.07,0.07,, ,18.94,0.18,0.18,, ,18.26,0.08,0.08,,>,15.35,,0.01,,>,15.41,,0.01,,,19.24305922,0.027216921,,,20.23101901,0.080513306,,,19.30048991,0.063593189,,,,,,,,,0.01
 ,19.89,0.04,0.04,, ,19.93,0.02,0.02,, ,20.51,0.08,0.08,, ,19.09,0.12,0.12,, ,18.73,0.33,0.33,,>,17.82,,0.01,,,21.80428545,0.085517545,,,21.4811232,0.112673116,,,22.10587832,0.203511599,,,,,,,20.56187134,0.097123101,0.097123101
 ,18.73,0.02,0.02,, ,19.01,0.02,0.02,, ,20.19,0.06,0.06,, ,19.85,0.28,0.28,,>,18.18,,0.01,,>,17.23,,0.01,,,20.29326049,0.032110308,,,20.7356075,0.097559414,,,19.74567021,0.075065608,,,,,,,,,0.01
 ,16.83,0.16,0.16,, ,17.05,0.12,0.12,, ,18.51,0.16,0.16,, ,18.84,0.26,0.26,,>,18.11,,0.01,,>,17.19,,0.01,,,18.67233629,0.025845299,,,18.77987137,0.051958226,,,18.245779,0.045756707,,,,,,,,,0.01
 ,19.13,0.04,0.04,, ,19.32,0.05,0.05,, ,20.11,0.07,0.07,, ,19.63,0.32,0.32,,>,18.21,,0.01,, ,17.94,0.19,0.19,,,20.84371545,0.036610167,,,21.03948539,0.110251266,,,20.98471096,0.125341621,,,,,,,,,0.01
 ,18.66,0.01,0.01,, ,18.82,0.02,0.02,, ,19.64,0.04,0.04,, ,17.86,0.04,0.04,, ,16.7,0.07,0.07,, ,15.81,0.08,0.08,,,20.31203148,0.032237233,,,20.69495003,0.096008807,,,22.20716655,0.215754541,,,,,,,,,0.01
 ,18.66,0.01,0.01,, ,18.82,0.02,0.02,, ,19.64,0.04,0.04,, ,17.86,0.04,0.04,, ,16.7,0.07,0.07,, ,15.81,0.08,0.08,,,20.86601531,0.076941596,,,20.73367259,0.082710094,,,20.12093581,0.087194701,,,,,,,19.45172617,0.061918762,0.061918762
 ,18.69,0.01,0.01,, ,18.9,0.02,0.02,, ,20.36,0.01,0.01,,>,20.84,,0.01,,>,18.18,,0.01,,>,17.64,,0.01,,,20.32727546,0.03234156,,,20.74764026,0.098024724,,,20.33495416,0.095096514,,,,,,,,,0.01
 ,19.97,0.04,0.04,, ,20.03,0.05,0.05,, ,20.78,0.07,0.07,,>,20.11,,0.01,,>,18.77,,0.01,,>,17.95,,0.01,,,21.9748364,0.133356788,,,21.47793221,0.165483342,,,22.8530397,0.276867375,,,,,,,,,0.01
 ,19.43,0.04,0.04,, ,19.42,0.03,0.03,, ,20.64,0.09,0.09,, ,20.21,0.19,0.19,, ,18.88,0.25,0.25,, ,18.05,0.3,0.3,,,20.74179794,0.035645976,,,20.59215166,0.092233874,,,21.15871121,0.135217793,,,,,,,,,0.01
 ,18.15,0.07,0.07,, ,18.12,0.04,0.04,, ,18.94,0.04,0.04,, ,18.83,0.29,0.29,,>,19.09,,0.01,,>,18.01,,0.01,,,21.55961483,0.082628182,,,20.92179525,0.089213358,,,20.75746848,0.112981466,,,,,,,20.64323267,0.100565109,0.100565109
 ,18.15,0.07,0.07,, ,18.12,0.04,0.04,, ,18.94,0.04,0.04,, ,18.83,0.29,0.29,,>,19.09,,0.01,,>,18.01,,0.01,,,22.34906761,0.155878064,,,20.75692501,0.122378898,,,19.87196416,0.081328075,,,,,,,,,0.01
 ,19.23,0.03,0.03,, ,19.63,0.02,0.02,, ,20.83,0.02,0.02,,>,21.08,,0.01,,>,18.24,,0.01,,>,18.51,,0.01,,,21.07872492,0.039092369,,,20.99772927,0.108386938,,,21.18932236,0.137043,,,,,,,,,0.01
 ,20.4,0.08,0.08,, ,20.49,0.07,0.07,, ,21.44,0.11,0.11,,>,23.56,,0.01,,>,19.42,,0.01,,>,18.43,,0.01,,,22.49073789,0.159534587,,,22.0340415,0.198300866,,,20.93754002,0.158878465,,,,,,,,,0.01
 ,19.45,0.04,0.04,, ,19.45,0.07,0.07,, ,20.48,0.1,0.1,,>,20.32,,0.01,,>,18.76,,0.01,,>,17.79,,0.01,,,21.19946465,0.040518845,,,21.32421898,0.124076072,,,21.27101791,0.142048175,,,,,,,,,0.01
 ,17.73,0.01,0.01,, ,17.97,0.02,0.02,, ,19.18,0.01,0.01,, ,18.81,0.15,0.15,, ,18.16,0.09,0.09,, ,17.43,0.12,0.12,,,19.91356369,0.029880795,,,20.0648502,0.07585689,,,19.44914716,0.067116424,,,,,,,,,0.01
 ,20.54,0.06,0.06,, ,20.62,0.04,0.04,, ,21.39,0.12,0.12,,>,20.28,,0.01,,>,18.72,,0.01,,>,17.78,,0.01,,,22.60301388,0.173739345,,,22.06398311,0.213737083,,,22.09472605,0.197572377,,,,,,,,,0.01
 ,19.68,0.03,0.03,, ,19.74,0.03,0.03,, ,20.36,0.1,0.1,,>,19.63,,0.01,, ,18.26,0.06,0.06,,>,17.28,,0.01,,,21.82554592,0.049834547,,,22.25086594,0.185262825,,,21.40495423,0.150691542,,,,,,,,,0.01
 ,19.9,0.09,0.09,, ,19.63,0.08,0.08,, ,20.15,0.16,0.16,,>,18.87,,0.01,,>,17.58,,0.01,,>,16.64,,0.01,,,22.86683651,0.188420258,,,21.73009222,0.173385705,,,21.58322778,0.211028959,,,,,,,,,0.01
 ,19.57,0.02,0.02,, ,19.66,0.01,0.01,, ,20.68,0.01,0.01,,>,19.62,,0.01,,>,18.08,,0.01,,>,17.37,,0.01,,,21.20893877,0.040635375,,,21.68095253,0.14442069,,,21.1683667,0.135790596,,,,,,,,,0.01
 ,17.3,0.05,0.05,, ,17.68,0.02,0.02,, ,19.28,0.09,0.09,, ,19.15,0.04,0.04,, ,19.11,0.35,0.35,,>,18.51,,0.01,,,18.93709357,0.045736309,,,18.67406815,0.055812084,,,17.97022057,0.055165908,,,,,,,,,0.01
 ,17.69,0.02,0.02,, ,18.03,0.03,0.03,, ,19.44,0.05,0.05,, ,18.97,0.2,0.2,,>,17.94,,0.01,, ,17.35,0.12,0.12,,,18.93786853,0.026403373,,,19.19861874,0.057741725,,,19.05959257,0.058477256,,,,,,,,,0.01
 ,19.16,0.02,0.02,, ,19.35,0.02,0.02,, ,20.47,0.03,0.03,, ,20.12,0.29,0.29,, ,18.61,0.2,0.2,, ,17.57,0.15,0.15,,,20.68761452,0.035159283,,,21.26753519,0.121163157,,,21.04588698,0.128719288,,,,,,,,,0.01
 ,19.89,0.05,0.05,, ,20.06,0.02,0.02,, ,20.92,0.05,0.05,,>,21.19,,0.01,,>,19.63,,0.01,,>,18.62,,0.01,,,21.82820166,0.04988172,,,21.748294,0.148679072,,,22.20614354,0.215654898,,,,,,,,,0.01
 ,17.48,0.01,0.01,, ,17.86,0.02,0.02,, ,19.52,0.04,0.04,,>,20.72,,0.01,,>,18.2,,0.01,,>,17.18,,0.01,,,18.80478345,0.026108113,,,18.9306118,0.053855765,,,20.45650807,0.100036813,,,,,,,,,0.01
 ,17.48,0.01,0.01,, ,17.86,0.02,0.02,, ,19.52,0.04,0.04,,>,20.72,,0.01,,>,18.2,,0.01,,>,17.18,,0.01,,,18.97058675,0.071290863,,,18.68000531,0.04269099,,,18.81448011,0.055426631,,,,,,,17.92513844,0.038204161,0.038204161
 ,18.27,0.01,0.01,, ,17.54,0.01,0.01,, ,17.06,0.01,0.01,, ,15.55,0.04,0.04,, ,14.98,0.05,0.05,, ,14.33,0.07,0.07,,,22.13163721,0.090335909,,,21.40902105,0.109267395,,,20.265215,0.092320457,,,,,,,21.08698127,0.121949276,0.121949276
 ,19.93,0.06,0.06,, ,19.91,0.04,0.04,, ,20.31,0.06,0.06,,>,19.14,,0.01,,>,18.27,,0.01,,>,17.23,,0.01,,,22.2336646,0.092094028,,,22.18444005,0.153022334,,,21.43509128,0.151158134,,,,,,,21.38435051,0.139069127,0.139069127
 ,20.08,0.11,0.11,, ,19.65,0.03,0.03,, ,20.06,0.02,0.02,, ,19.23,0.14,0.14,, ,18.78,0.27,0.27,, ,17.91,0.31,0.31,,,22.41817629,0.062273821,,,22.81008046,0.237772524,,,21.7783118,0.177920374,,,,,,,,,0.01
